200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
200,200,200,1,1,1,1,1,1,1,1,1,1,200,1,1,1,1,5,5,1,5,1,5,1,1,1,1,1,1,200,1,1,1,1,1,1,1,1,200,200,200
200,200,200,1,5,5,5,1,5,1,5,1,1,50,1,1,5,1,1,1,1,5,1,5,1,5,5,5,1,1,50,1,1,1,1,1,1,E,1,200,200,200
200,200,200,1,1,1,1,1,5,1,5,1,1,200,1,1,5,1,5,5,1,1,1,1,1,5,1,1,1,1,200,1,1,1,1,1,1,1,1,200,200,200
200,200,200,1,5,5,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
200,200,200,1,5,1,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
200,200,200,1,5,1,1,5,1,1,1,1,1,1,200,1,1,1,1,1,5,1,5,1,1,1,1,200,1,1,1,1,1,5,1,1,5,1,1,200,200,200
200,200,200,1,5,1,1,5,1,5,5,5,1,1,50,1,1,5,1,1,5,1,5,5,5,1,1,50,1,1,5,1,1,5,1,1,5,5,1,200,200,200
200,200,200,1,1,1,1,1,1,1,1,5,1,1,200,1,1,5,1,1,1,1,1,1,5,1,1,200,1,1,5,1,1,1,1,1,1,1,1,200,200,200
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,5,1,200,200,200
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1,1,200,200,200
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,50,200,200,200,200
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1,1,200,200,200
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1,1,200,200,200
200,200,200,1,1,1,1,5,1,200,1,1,5,1,1,1,1,1,5,1,1,1,1,1,5,1,1,1,1,200,1,1,1,1,5,5,1,5,1,200,200,200
200,200,200,1,1,1,1,5,1,50,1,5,5,1,1,5,1,1,5,1,5,5,1,1,5,1,5,5,1,50,1,1,5,1,1,5,1,5,1,200,200,200
200,200,200,5,5,1,1,1,1,200,1,1,1,1,1,5,1,1,1,1,1,5,1,1,1,1,1,1,1,200,1,1,5,1,1,1,1,1,1,200,200,200
200,200,200,1,1,1,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
200,200,200,5,5,1,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
200,200,200,1,1,1,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
200,200,200,1,5,1,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
200,200,200,1,5,1,1,1,1,200,1,1,1,1,1,5,1,1,1,1,1,1,1,5,1,1,200,1,1,1,5,1,1,5,1,1,1,1,1,200,200,200
200,200,200,1,5,5,1,5,1,50,1,1,5,5,1,5,5,5,1,5,5,5,1,5,5,1,50,1,5,1,5,5,1,5,1,5,1,1,1,200,200,200
200,200,200,1,1,1,1,5,1,200,1,1,1,1,1,1,1,5,1,5,1,1,1,1,1,1,200,1,1,1,1,1,1,1,1,5,5,5,1,200,200,200
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1,1,200,200,200
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,5,5,1,200,200,200
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1,1,200,200,200
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,5,5,1,200,200,200
200,200,200,1,1,1,1,5,1,1,1,1,5,1,1,1,1,200,1,1,1,1,1,1,1,5,5,5,1,1,1,5,1,200,1,5,1,5,1,200,200,200
200,200,200,5,5,5,1,5,1,5,1,1,5,1,5,5,1,50,1,1,5,1,5,5,1,5,1,1,1,1,1,5,1,50,1,5,1,5,1,200,200,200
200,200,200,1,1,1,1,1,1,5,1,1,1,1,1,1,1,200,1,1,5,1,1,5,1,5,1,1,5,5,1,1,1,200,1,1,1,1,1,200,200,200
200,200,200,1,5,5,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
200,200,200,1,1,1,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
200,200,200,1,5,5,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
200,200,200,1,1,5,1,1,1,1,1,1,5,1,1,1,5,1,1,5,1,200,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,200,200,200
